name,chr,start,stop,
Rpp30,2L,251039,252373,"{""name"":""Rpp30"",""chr"":""2L"",""start"":251039,""stop"":252373},"
Tlk,X,3720007,3789770,"{""name"":""Tlk"",""chr"":""X"",""start"":3720007,""stop"":3789770},"
muc,2L,7426866,7430329,"{""name"":""muc"",""chr"":""2L"",""start"":7426866,""stop"":7430329},"
THG,2L,15008489,15009724,"{""name"":""THG"",""chr"":""2L"",""start"":15008489,""stop"":15009724},"
Rap2l,2R,24063051,24065405,"{""name"":""Rap2l"",""chr"":""2R"",""start"":24063051,""stop"":24065405},"
Osi21,2L,11284327,11285706,"{""name"":""Osi21"",""chr"":""2L"",""start"":11284327,""stop"":11285706},"
IP3K2,X,13303633,13329303,"{""name"":""IP3K2"",""chr"":""X"",""start"":13303633,""stop"":13329303},"
Tcs3,3L,16351991,16353286,"{""name"":""Tcs3"",""chr"":""3L"",""start"":16351991,""stop"":16353286},"
Ge-1,2L,11095150,11100888,"{""name"":""Ge-1"",""chr"":""2L"",""start"":11095150,""stop"":11100888},"
LIMK1,X,12584385,12592193,"{""name"":""LIMK1"",""chr"":""X"",""start"":12584385,""stop"":12592193},"
Girdin,3L,3178930,3185287,"{""name"":""Girdin"",""chr"":""3L"",""start"":3178930,""stop"":3185287},"
CG31600,2L,21914269,21915358,"{""name"":""CG31600"",""chr"":""2L"",""start"":21914269,""stop"":21915358},"
prage,X,1773719,1853667,"{""name"":""prage"",""chr"":""X"",""start"":1773719,""stop"":1853667},"
CG46302,2R,854814,855571,"{""name"":""CG46302"",""chr"":""2R"",""start"":854814,""stop"":855571},"
CG46303,3R,5821972,5822435,"{""name"":""CG46303"",""chr"":""3R"",""start"":5821972,""stop"":5822435},"
CG46304,2L,18946305,18947082,"{""name"":""CG46304"",""chr"":""2L"",""start"":18946305,""stop"":18947082},"
CG46305,2R,10351533,10352161,"{""name"":""CG46305"",""chr"":""2R"",""start"":10351533,""stop"":10352161},"
wg,2L,7307159,7316265,"{""name"":""wg"",""chr"":""2L"",""start"":7307159,""stop"":7316265},"
Top2,2L,19447365,19453490,"{""name"":""Top2"",""chr"":""2L"",""start"":19447365,""stop"":19453490},"
Sema5c,3L,12067511,12081830,"{""name"":""Sema5c"",""chr"":""3L"",""start"":12067511,""stop"":12081830},"
CG46306,X,16826681,16835520,"{""name"":""CG46306"",""chr"":""X"",""start"":16826681,""stop"":16835520},"
CG46307,2L,21104568,21132909,"{""name"":""CG46307"",""chr"":""2L"",""start"":21104568,""stop"":21132909},"
CG46308,2L,13461774,13500427,"{""name"":""CG46308"",""chr"":""2L"",""start"":13461774,""stop"":13500427},"
CG46309,2L,16245835,16251788,"{""name"":""CG46309"",""chr"":""2L"",""start"":16245835,""stop"":16251788},"
CG46310,3R,23173873,23185642,"{""name"":""CG46310"",""chr"":""3R"",""start"":23173873,""stop"":23185642},"
CG46311,X,13563823,13590570,"{""name"":""CG46311"",""chr"":""X"",""start"":13563823,""stop"":13590570},"
CG46312,X,15987166,15991974,"{""name"":""CG46312"",""chr"":""X"",""start"":15987166,""stop"":15991974},"
CG46313,3R,26978541,26985706,"{""name"":""CG46313"",""chr"":""3R"",""start"":26978541,""stop"":26985706},"
CG46314,2L,21314360,21319527,"{""name"":""CG46314"",""chr"":""2L"",""start"":21314360,""stop"":21319527},"
CG46315,2R,17703335,17719346,"{""name"":""CG46315"",""chr"":""2R"",""start"":17703335,""stop"":17719346},"
CG46316,3R,24712780,24717430,"{""name"":""CG46316"",""chr"":""3R"",""start"":24712780,""stop"":24717430},"
CG46317,X,14261223,14264844,"{""name"":""CG46317"",""chr"":""X"",""start"":14261223,""stop"":14264844},"
CG46318,3R,18680604,18685290,"{""name"":""CG46318"",""chr"":""3R"",""start"":18680604,""stop"":18685290},"
CG46319,2R,10124293,10137472,"{""name"":""CG46319"",""chr"":""2R"",""start"":10124293,""stop"":10137472},"
CG46320,3L,5664121,5749599,"{""name"":""CG46320"",""chr"":""3L"",""start"":5664121,""stop"":5749599},"
CG46321,2R,10205454,10227957,"{""name"":""CG46321"",""chr"":""2R"",""start"":10205454,""stop"":10227957},"
lncRNA:CR46322,2R,10209724,10211347,"{""name"":""lncRNA:CR46322"",""chr"":""2R"",""start"":10209724,""stop"":10211347},"
betaTub56D,2R,19447319,19451600,"{""name"":""betaTub56D"",""chr"":""2R"",""start"":19447319,""stop"":19451600},"
l(2)k05911,2L,13251509,13257426,"{""name"":""l(2)k05911"",""chr"":""2L"",""start"":13251509,""stop"":13257426},"
eEF1alpha1,2R,11891135,11895762,"{""name"":""eEF1alpha1"",""chr"":""2R"",""start"":11891135,""stop"":11895762},"
l(2)k09848,2R,6074471,6076367,"{""name"":""l(2)k09848"",""chr"":""2R"",""start"":6074471,""stop"":6076367},"
ds,2L,640013,714983,"{""name"":""ds"",""chr"":""2L"",""start"":640013,""stop"":714983},"
Cyt-c-p,2L,16719932,16722644,"{""name"":""Cyt-c-p"",""chr"":""2L"",""start"":16719932,""stop"":16722644},"
Adf1,2R,6662265,6668085,"{""name"":""Adf1"",""chr"":""2R"",""start"":6662265,""stop"":6668085},"
l(2)05287,2L,21094966,21102429,"{""name"":""l(2)05287"",""chr"":""2L"",""start"":21094966,""stop"":21102429},"
Letm1,2R,24509508,24515320,"{""name"":""Letm1"",""chr"":""2R"",""start"":24509508,""stop"":24515320},"
LeuRS,2L,3510328,3514656,"{""name"":""LeuRS"",""chr"":""2L"",""start"":3510328,""stop"":3514656},"
Impbeta11,2R,15682719,15687415,"{""name"":""Impbeta11"",""chr"":""2R"",""start"":15682719,""stop"":15687415},"
Arpc4,2L,6125132,6125911,"{""name"":""Arpc4"",""chr"":""2L"",""start"":6125132,""stop"":6125911},"
bsf,2L,18449517,18454587,"{""name"":""bsf"",""chr"":""2L"",""start"":18449517,""stop"":18454587},"
Ttd14,2R,18430315,18440475,"{""name"":""Ttd14"",""chr"":""2R"",""start"":18430315,""stop"":18440475},"
trol,X,2470460,2545427,"{""name"":""trol"",""chr"":""X"",""start"":2470460,""stop"":2545427},"
lncRNA:TS1,2L,20550951,20551354,"{""name"":""lncRNA:TS1"",""chr"":""2L"",""start"":20550951,""stop"":20551354},"
lncRNA:TS2,2L,3587068,3587469,"{""name"":""lncRNA:TS2"",""chr"":""2L"",""start"":3587068,""stop"":3587469},"
lncRNA:TS3,3L,20557218,20557810,"{""name"":""lncRNA:TS3"",""chr"":""3L"",""start"":20557218,""stop"":20557810},"
lncRNA:CR46326,3L,20558197,20558520,"{""name"":""lncRNA:CR46326"",""chr"":""3L"",""start"":20558197,""stop"":20558520},"
lncRNA:TS4,2L,2639185,2640081,"{""name"":""lncRNA:TS4"",""chr"":""2L"",""start"":2639185,""stop"":2640081},"
lncRNA:CR46328,2L,2637669,2638540,"{""name"":""lncRNA:CR46328"",""chr"":""2L"",""start"":2637669,""stop"":2638540},"
lncRNA:TS6,2L,4655478,4656209,"{""name"":""lncRNA:TS6"",""chr"":""2L"",""start"":4655478,""stop"":4656209},"
lncRNA:TS9,2L,12774054,12775252,"{""name"":""lncRNA:TS9"",""chr"":""2L"",""start"":12774054,""stop"":12775252},"
lncRNA:TS20,3R,5970760,5971291,"{""name"":""lncRNA:TS20"",""chr"":""3R"",""start"":5970760,""stop"":5971291},"
lncRNA:TS25,3R,11307669,11307886,"{""name"":""lncRNA:TS25"",""chr"":""3R"",""start"":11307669,""stop"":11307886},"
lncRNA:TS26,3R,13541913,13542314,"{""name"":""lncRNA:TS26"",""chr"":""3R"",""start"":13541913,""stop"":13542314},"
lncRNA:TS27,3R,27999908,28001015,"{""name"":""lncRNA:TS27"",""chr"":""3R"",""start"":27999908,""stop"":28001015},"
Psn,3L,20432468,20435156,"{""name"":""Psn"",""chr"":""3L"",""start"":20432468,""stop"":20435156},"
tyn,X,140318,200663,"{""name"":""tyn"",""chr"":""X"",""start"":140318,""stop"":200663},"
CCT8,2R,8904844,8906990,"{""name"":""CCT8"",""chr"":""2R"",""start"":8904844,""stop"":8906990},"
Mcm3,X,5323855,5326738,"{""name"":""Mcm3"",""chr"":""X"",""start"":5323855,""stop"":5326738},"
ddbt,3L,317084,317789,"{""name"":""ddbt"",""chr"":""3L"",""start"":317084,""stop"":317789},"
disco-r,X,16118067,16148977,"{""name"":""disco-r"",""chr"":""X"",""start"":16118067,""stop"":16148977},"
tea,2R,9891955,9898513,"{""name"":""tea"",""chr"":""2R"",""start"":9891955,""stop"":9898513},"
btl,3L,14075772,14083229,"{""name"":""btl"",""chr"":""3L"",""start"":14075772,""stop"":14083229},"
VhaAC39-1,X,3880748,3882967,"{""name"":""VhaAC39-1"",""chr"":""X"",""start"":3880748,""stop"":3882967},"
Vps16A,3R,9267019,9270224,"{""name"":""Vps16A"",""chr"":""3R"",""start"":9267019,""stop"":9270224},"
mah,3R,24947632,24949539,"{""name"":""mah"",""chr"":""3R"",""start"":24947632,""stop"":24949539},"
red,3R,14289071,14302276,"{""name"":""red"",""chr"":""3R"",""start"":14289071,""stop"":14302276},"
sbb,2R,18278198,18357296,"{""name"":""sbb"",""chr"":""2R"",""start"":18278198,""stop"":18357296},"
Fas1,3R,16625238,16639771,"{""name"":""Fas1"",""chr"":""3R"",""start"":16625238,""stop"":16639771},"
Imp,X,10787869,10824277,"{""name"":""Imp"",""chr"":""X"",""start"":10787869,""stop"":10824277},"
Rab1,3R,21266029,21269060,"{""name"":""Rab1"",""chr"":""3R"",""start"":21266029,""stop"":21269060},"
CG46335,3R,27366658,27368717,"{""name"":""CG46335"",""chr"":""3R"",""start"":27366658,""stop"":27368717},"
lncRNA:CR46336,2R,12903794,12906236,"{""name"":""lncRNA:CR46336"",""chr"":""2R"",""start"":12903794,""stop"":12906236},"
lncRNA:CR46337,2R,12904545,12906237,"{""name"":""lncRNA:CR46337"",""chr"":""2R"",""start"":12904545,""stop"":12906237},"
knon,2R,16496889,16499429,"{""name"":""knon"",""chr"":""2R"",""start"":16496889,""stop"":16499429},"
para,X,16455027,16533096,"{""name"":""para"",""chr"":""X"",""start"":16455027,""stop"":16533096},"
RpS10b,X,19598031,19599806,"{""name"":""RpS10b"",""chr"":""X"",""start"":19598031,""stop"":19599806},"
RpL27A,2L,4457186,4458364,"{""name"":""RpL27A"",""chr"":""2L"",""start"":4457186,""stop"":4458364},"
RpL31,2R,9587193,9587989,"{""name"":""RpL31"",""chr"":""2R"",""start"":9587193,""stop"":9587989},"
RpL19,2R,24967877,24969547,"{""name"":""RpL19"",""chr"":""2R"",""start"":24967877,""stop"":24969547},"
mRpS34,3L,16348074,16348782,"{""name"":""mRpS34"",""chr"":""3L"",""start"":16348074,""stop"":16348782},"
eEF5,2R,24057798,24059483,"{""name"":""eEF5"",""chr"":""2R"",""start"":24057798,""stop"":24059483},"
caz,X,16288810,16293520,"{""name"":""caz"",""chr"":""X"",""start"":16288810,""stop"":16293520},"
cv-c,3R,14391683,14481713,"{""name"":""cv-c"",""chr"":""3R"",""start"":14391683,""stop"":14481713},"
Fuca,3L,11518798,11522713,"{""name"":""Fuca"",""chr"":""3L"",""start"":11518798,""stop"":11522713},"
sisRNA:1,3R,5609245,5609611,"{""name"":""sisRNA:1"",""chr"":""3R"",""start"":5609245,""stop"":5609611},"
CG46339,3R,26915761,26945309,"{""name"":""CG46339"",""chr"":""3R"",""start"":26915761,""stop"":26945309},"
hpRNA:1,3R,19920708,19920862,"{""name"":""hpRNA:1"",""chr"":""3R"",""start"":19920708,""stop"":19920862},"
sisRNA:4,2R,8230532,8231065,"{""name"":""sisRNA:4"",""chr"":""2R"",""start"":8230532,""stop"":8231065},"
CG32500,X,21621541,21623750,"{""name"":""CG32500"",""chr"":""X"",""start"":21621541,""stop"":21623750},"
prg,2L,8464488,8466694,"{""name"":""prg"",""chr"":""2L"",""start"":8464488,""stop"":8466694},"
mir-10404-1,rDNA,46106,46174,"{""name"":""mir-10404-1"",""chr"":""rDNA"",""start"":46106,""stop"":46174},"
mir-10404-2,rDNA,70290,70358,"{""name"":""mir-10404-2"",""chr"":""rDNA"",""start"":70290,""stop"":70358},"
hpRNA:CR18854,2L,9787294,9790745,"{""name"":""hpRNA:CR18854"",""chr"":""2L"",""start"":9787294,""stop"":9790745},"
hpRNA:CR46342,X,4921677,4928133,"{""name"":""hpRNA:CR46342"",""chr"":""X"",""start"":4921677,""stop"":4928133},"
hpRNA:CR46343,3R,19326954,19327168,"{""name"":""hpRNA:CR46343"",""chr"":""3R"",""start"":19326954,""stop"":19327168},"
hpRNA:CR46340,3L,21576445,21576683,"{""name"":""hpRNA:CR46340"",""chr"":""3L"",""start"":21576445,""stop"":21576683},"
mir-4966-2,X,19558607,19558693,"{""name"":""mir-4966-2"",""chr"":""X"",""start"":19558607,""stop"":19558693},"
mir-11182,2R,18180151,18180205,"{""name"":""mir-11182"",""chr"":""2R"",""start"":18180151,""stop"":18180205},"
mir-281-1,2R,12170373,12170462,"{""name"":""mir-281-1"",""chr"":""2R"",""start"":12170373,""stop"":12170462},"
mir-281-2,2R,12170153,12170244,"{""name"":""mir-281-2"",""chr"":""2R"",""start"":12170153,""stop"":12170244},"
Rnmt,2L,15009939,15011764,"{""name"":""Rnmt"",""chr"":""2L"",""start"":15009939,""stop"":15011764},"
lncRNA:CR46348,3L,22570364,22572033,"{""name"":""lncRNA:CR46348"",""chr"":""3L"",""start"":22570364,""stop"":22572033},"
lncRNA:CR46349,X,4074961,4075428,"{""name"":""lncRNA:CR46349"",""chr"":""X"",""start"":4074961,""stop"":4075428},"
lncRNA:CR46350,3R,9283875,9284525,"{""name"":""lncRNA:CR46350"",""chr"":""3R"",""start"":9283875,""stop"":9284525},"
lncRNA:CR46351,3R,12645719,12646077,"{""name"":""lncRNA:CR46351"",""chr"":""3R"",""start"":12645719,""stop"":12646077},"
lncRNA:CR46352,3R,5042652,5043025,"{""name"":""lncRNA:CR46352"",""chr"":""3R"",""start"":5042652,""stop"":5043025},"
lncRNA:CR46353,3L,18323584,18323985,"{""name"":""lncRNA:CR46353"",""chr"":""3L"",""start"":18323584,""stop"":18323985},"
asRNA:CR46354,3R,13459671,13466106,"{""name"":""asRNA:CR46354"",""chr"":""3R"",""start"":13459671,""stop"":13466106},"
sisRNA:CR46357,3R,9630255,9630440,"{""name"":""sisRNA:CR46357"",""chr"":""3R"",""start"":9630255,""stop"":9630440},"
sisRNA:CR46358,3R,4639789,4640004,"{""name"":""sisRNA:CR46358"",""chr"":""3R"",""start"":4639789,""stop"":4640004},"
sisRNA:3,3L,22269932,22270220,"{""name"":""sisRNA:3"",""chr"":""3L"",""start"":22269932,""stop"":22270220},"
sisRNA:CR46360,2R,8231104,8231588,"{""name"":""sisRNA:CR46360"",""chr"":""2R"",""start"":8231104,""stop"":8231588},"
sisRNA:CR46361,2R,6615752,6615923,"{""name"":""sisRNA:CR46361"",""chr"":""2R"",""start"":6615752,""stop"":6615923},"
sisRNA:2,X,16612777,16613274,"{""name"":""sisRNA:2"",""chr"":""X"",""start"":16612777,""stop"":16613274},"
sisRNA:CR46363,3R,13970739,13970942,"{""name"":""sisRNA:CR46363"",""chr"":""3R"",""start"":13970739,""stop"":13970942},"
sisRNA:CR46364,3R,25246874,25247422,"{""name"":""sisRNA:CR46364"",""chr"":""3R"",""start"":25246874,""stop"":25247422},"
Rexo5,3L,6603684,6608739,"{""name"":""Rexo5"",""chr"":""3L"",""start"":6603684,""stop"":6608739},"
cnk,2R,17413970,17420007,"{""name"":""cnk"",""chr"":""2R"",""start"":17413970,""stop"":17420007},"
AdamTS-A,3R,15442246,15476193,"{""name"":""AdamTS-A"",""chr"":""3R"",""start"":15442246,""stop"":15476193},"
DNAlig3,3R,12399011,12401839,"{""name"":""DNAlig3"",""chr"":""3R"",""start"":12399011,""stop"":12401839},"
LKRSDH,2L,7791175,7795959,"{""name"":""LKRSDH"",""chr"":""2L"",""start"":7791175,""stop"":7795959},"
shps,3R,24279572,24281576,"{""name"":""shps"",""chr"":""3R"",""start"":24279572,""stop"":24281576},"
stw,2R,5413744,5456095,"{""name"":""stw"",""chr"":""2R"",""start"":5413744,""stop"":5456095},"
ich,3R,8950246,8963037,"{""name"":""ich"",""chr"":""3R"",""start"":8950246,""stop"":8963037},"
RpS12,3L,13023352,13024762,"{""name"":""RpS12"",""chr"":""3L"",""start"":13023352,""stop"":13024762},"
Fum1,X,6678424,6681845,"{""name"":""Fum1"",""chr"":""X"",""start"":6678424,""stop"":6681845},"
Mpi,3R,9759622,9761208,"{""name"":""Mpi"",""chr"":""3R"",""start"":9759622,""stop"":9761208},"
vrs,3R,12447653,12449046,"{""name"":""vrs"",""chr"":""3R"",""start"":12447653,""stop"":12449046},"
Had1,X,16306912,16308667,"{""name"":""Had1"",""chr"":""X"",""start"":16306912,""stop"":16308667},"
Pld,2R,6242004,6255266,"{""name"":""Pld"",""chr"":""2R"",""start"":6242004,""stop"":6255266},"
aqz,3R,8813490,8820682,"{""name"":""aqz"",""chr"":""3R"",""start"":8813490,""stop"":8820682},"
mir-10404-3,X,23205159,23205227,"{""name"":""mir-10404-3"",""chr"":""X"",""start"":23205159,""stop"":23205227},"
mir-10404-4,X,23291450,23291518,"{""name"":""mir-10404-4"",""chr"":""X"",""start"":23291450,""stop"":23291518},"
mir-10404-5,X,23538215,23538283,"{""name"":""mir-10404-5"",""chr"":""X"",""start"":23538215,""stop"":23538283},"
gry,3L,3199090,3211348,"{""name"":""gry"",""chr"":""3L"",""start"":3199090,""stop"":3211348},"
hll,2L,14027001,14029368,"{""name"":""hll"",""chr"":""2L"",""start"":14027001,""stop"":14029368},"
snoRNA:Or-ACA6,2R,10081188,10081325,"{""name"":""snoRNA:Or-ACA6"",""chr"":""2R"",""start"":10081188,""stop"":10081325},"
snoRNA:Or-ACA7,2R,10080613,10080694,"{""name"":""snoRNA:Or-ACA7"",""chr"":""2R"",""start"":10080613,""stop"":10080694},"
snoRNA:Or-CD13,2R,10082253,10082322,"{""name"":""snoRNA:Or-CD13"",""chr"":""2R"",""start"":10082253,""stop"":10082322},"
snoRNA:Or-CD15,3L,1667151,1667247,"{""name"":""snoRNA:Or-CD15"",""chr"":""3L"",""start"":1667151,""stop"":1667247},"
snoRNA:Me28S-A2629,3L,10537618,10537758,"{""name"":""snoRNA:Me28S-A2629"",""chr"":""3L"",""start"":10537618,""stop"":10537758},"
snoRNA:Or-ACA8,3L,11889842,11889935,"{""name"":""snoRNA:Or-ACA8"",""chr"":""3L"",""start"":11889842,""stop"":11889935},"
snoRNA:Or-CD14,2L,2014449,2014575,"{""name"":""snoRNA:Or-CD14"",""chr"":""2L"",""start"":2014449,""stop"":2014575},"
snoRNA:Me28S-C2789,2L,21034775,21034923,"{""name"":""snoRNA:Me28S-C2789"",""chr"":""2L"",""start"":21034775,""stop"":21034923},"
snoRNA:Me18S-G1506,2L,16561050,16561197,"{""name"":""snoRNA:Me18S-G1506"",""chr"":""2L"",""start"":16561050,""stop"":16561197},"
scaRNA:MeU1:95C-A24,2L,901976,902082,"{""name"":""scaRNA:MeU1:95C-A24"",""chr"":""2L"",""start"":901976,""stop"":902082},"
snoRNA:Or-ACA9,3R,15472138,15472648,"{""name"":""snoRNA:Or-ACA9"",""chr"":""3R"",""start"":15472138,""stop"":15472648},"
snoRNA:Or-CD16,2L,3504032,3504182,"{""name"":""snoRNA:Or-CD16"",""chr"":""2L"",""start"":3504032,""stop"":3504182},"
scaRNA:MeU4:25F-C137,3R,5584502,5584644,"{""name"":""scaRNA:MeU4:25F-C137"",""chr"":""3R"",""start"":5584502,""stop"":5584644},"
snoRNA:Me28S-C993,3L,10196162,10196254,"{""name"":""snoRNA:Me28S-C993"",""chr"":""3L"",""start"":10196162,""stop"":10196254},"
snoRNA:Or-CD17,2R,17070586,17070688,"{""name"":""snoRNA:Or-CD17"",""chr"":""2R"",""start"":17070586,""stop"":17070688},"
CG46383,3R,15950201,15950943,"{""name"":""CG46383"",""chr"":""3R"",""start"":15950201,""stop"":15950943},"
snoRNA:Me18S-G1358c,3L,27267383,27267450,"{""name"":""snoRNA:Me18S-G1358c"",""chr"":""3L"",""start"":27267383,""stop"":27267450},"
CG46385,2R,7737019,7782637,"{""name"":""CG46385"",""chr"":""2R"",""start"":7737019,""stop"":7782637},"
cass,2L,17474912,17477888,"{""name"":""cass"",""chr"":""2L"",""start"":17474912,""stop"":17477888},"
flz,2R,8969346,8985900,"{""name"":""flz"",""chr"":""2R"",""start"":8969346,""stop"":8985900},"
Etf-QO,2R,9910893,9913488,"{""name"":""Etf-QO"",""chr"":""2R"",""start"":9910893,""stop"":9913488},"
TER94,2R,9989159,9993559,"{""name"":""TER94"",""chr"":""2R"",""start"":9989159,""stop"":9993559},"
scb,2R,15248784,15258498,"{""name"":""scb"",""chr"":""2R"",""start"":15248784,""stop"":15258498},"
hoip,2L,9699791,9700459,"{""name"":""hoip"",""chr"":""2L"",""start"":9699791,""stop"":9700459},"
Orc1,2R,7522437,7525716,"{""name"":""Orc1"",""chr"":""2R"",""start"":7522437,""stop"":7525716},"
xmas,X,17151231,17159306,"{""name"":""xmas"",""chr"":""X"",""start"":17151231,""stop"":17159306},"
SRPK,2R,15380724,15387851,"{""name"":""SRPK"",""chr"":""2R"",""start"":15380724,""stop"":15387851},"
Pdi,3L,15137738,15142840,"{""name"":""Pdi"",""chr"":""3L"",""start"":15137738,""stop"":15142840},"
lncRNA:CR43334,3L,628435,643900,"{""name"":""lncRNA:CR43334"",""chr"":""3L"",""start"":628435,""stop"":643900},"
dind,3R,18674626,18677539,"{""name"":""dind"",""chr"":""3R"",""start"":18674626,""stop"":18677539},"
CG46387,3L,9898626,9899387,"{""name"":""CG46387"",""chr"":""3L"",""start"":9898626,""stop"":9899387},"
CG46388,2R,18231565,18232294,"{""name"":""CG46388"",""chr"":""2R"",""start"":18231565,""stop"":18232294},"
naz,3R,18316075,18328942,"{""name"":""naz"",""chr"":""3R"",""start"":18316075,""stop"":18328942},"
lncRNA:osk,3R,8935716,8938395,"{""name"":""lncRNA:osk"",""chr"":""3R"",""start"":8935716,""stop"":8938395},"
lncRNA:SMRG,X,12680687,12682560,"{""name"":""lncRNA:SMRG"",""chr"":""X"",""start"":12680687,""stop"":12682560},"
lncRNA:CR46391,X,14857061,14857617,"{""name"":""lncRNA:CR46391"",""chr"":""X"",""start"":14857061,""stop"":14857617},"
lncRNA:enrr,X,513106,523226,"{""name"":""lncRNA:enrr"",""chr"":""X"",""start"":513106,""stop"":523226},"
lncRNA:CR46393,3R,19212154,19212727,"{""name"":""lncRNA:CR46393"",""chr"":""3R"",""start"":19212154,""stop"":19212727},"
CG46394,3L,11600370,11600901,"{""name"":""CG46394"",""chr"":""3L"",""start"":11600370,""stop"":11600901},"
CG46395,2R,21498581,21498818,"{""name"":""CG46395"",""chr"":""2R"",""start"":21498581,""stop"":21498818},"
CG46396,3R,6304038,6304505,"{""name"":""CG46396"",""chr"":""3R"",""start"":6304038,""stop"":6304505},"
CG46397,2L,8947266,8947871,"{""name"":""CG46397"",""chr"":""2L"",""start"":8947266,""stop"":8947871},"
CG46398,2R,23840995,23841504,"{""name"":""CG46398"",""chr"":""2R"",""start"":23840995,""stop"":23841504},"
CG46399,X,14859251,14860015,"{""name"":""CG46399"",""chr"":""X"",""start"":14859251,""stop"":14860015},"
